episode,score,score_avg
1,25.0,25.0
2,27.0,26.0
3,28.0,26.666666666666668
4,43.0,30.75
5,42.0,33.0
6,28.0,32.166666666666664
7,24.0,31.0
8,31.0,31.0
9,29.0,30.77777777777778
10,28.0,30.5
11,36.0,31.6
12,38.0,32.7
13,42.0,34.1
14,52.0,35.0
15,42.0,35.0
16,37.0,35.9
17,19.0,35.4
18,30.0,35.3
19,28.0,35.2
20,47.0,37.1
21,70.0,40.5
22,30.0,39.7
23,49.0,40.4
24,25.0,37.7
25,31.0,36.6
26,73.0,40.2
27,45.0,42.8
28,30.0,42.8
29,32.0,43.2
30,71.0,45.6
31,24.0,41.0
32,25.0,40.5
33,43.0,39.9
34,33.0,40.7
35,41.0,41.7
36,29.0,37.3
37,32.0,36.0
38,33.0,36.3
39,50.0,38.1
40,50.0,36.0
41,34.0,37.0
42,63.0,40.8
43,24.0,38.9
44,43.0,39.9
45,50.0,40.8
46,24.0,40.3
47,31.0,40.2
48,44.0,41.3
49,32.0,39.5
50,26.0,37.1
51,35.0,37.2
52,31.0,34.0
53,33.0,34.9
54,60.0,36.6
55,32.0,34.8
56,53.0,37.7
57,64.0,41.0
58,32.0,39.8
59,26.0,39.2
60,32.0,39.8
61,30.0,39.3
62,32.0,39.4
63,76.0,43.7
64,54.0,43.1
65,41.0,44.0
66,25.0,41.2
67,61.0,40.9
68,33.0,41.0
69,26.0,41.0
70,41.0,41.9
71,32.0,42.1
72,59.0,44.8
73,28.0,40.0
74,37.0,38.3
75,27.0,36.9
76,30.0,37.4
77,57.0,37.0
78,31.0,36.8
79,29.0,37.1
80,47.0,37.7
81,37.0,38.2
82,31.0,35.4
83,22.0,34.8
84,34.0,34.5
85,67.0,38.5
86,35.0,39.0
87,35.0,36.8
88,32.0,36.9
89,46.0,38.6
90,51.0,39.0
91,57.0,41.0
92,66.0,44.5
93,36.0,45.9
94,43.0,46.8
95,29.0,43.0
96,46.0,44.1
97,32.0,43.8
98,33.0,43.9
99,59.0,45.2
100,34.0,43.5
101,35.0,41.3
