episode,score,score_avg
1,-1367.639699243272,-1367.639699243272
2,-1325.7424360039251,-1346.6910676235984
3,-987.8000824752569,-1227.060739240818
4,-1564.5993831819842,-1311.4454002261095
5,-1060.234134130155,-1261.2031470069187
6,-994.3979093077112,-1216.735607390384
7,-1083.291479412226,-1197.6721605363616
8,-1153.068276677859,-1192.0966750540488
9,-1405.7287323664652,-1215.833570310984
10,-1391.7771962091429,-1233.4279329008
11,-1328.711335045508,-1229.5350964810234
12,-1702.3685356428732,-1267.197706444918
13,-1505.2696968558553,-1318.944667882978
14,-1537.7346088965448,-1316.258190454434
15,-1306.356887687514,-1340.8704658101701
16,-1336.4362472157625,-1375.074299600975
17,-1727.2672032731698,-1439.4718719870693
18,-1742.2381950302383,-1498.3888638223075
19,-1505.648002910725,-1508.3807908767333
20,-1315.6865678119482,-1500.7717280370139
21,-1601.2504421007973,-1528.025638742543
22,-1472.9004575807176,-1505.0788309363274
23,-1608.830070259415,-1515.4348682766831
24,-1546.3836061805987,-1516.2997680050885
25,-1500.0242504573891,-1535.6665042820764
26,-1282.274176647109,-1530.2502972252107
27,-1369.1008142884225,-1494.4336583267361
28,-1802.286191949794,-1500.4384580186916
29,-1571.467125295064,-1507.0203702571255
30,-1557.9604118646446,-1531.2477546623952
31,-1299.162733070112,-1501.0389837593268
32,-1298.4717536665087,-1483.596113367906
33,-1539.6366842636846,-1476.6767747683327
34,-1498.3796578208633,-1471.8763799323592
35,-1318.0193041085981,-1453.6758852974804
36,-1253.27479409203,-1450.7759470419721
37,-1399.75537818614,-1453.841403431744
38,-1777.1324765648005,-1451.3260318932448
39,-1182.056059608374,-1412.3849253245758
40,-1206.1267801417912,-1377.20156215229
41,-1658.3915675162132,-1413.1244455969004
42,-1522.4347003856003,-1435.5207402688097
43,-1292.8207285452138,-1410.8391446969624
44,-752.9071078302746,-1336.2918896979036
45,-1383.976326427033,-1342.887591929747
46,-1329.032064012257,-1350.4633189217698
47,-1685.3230551684176,-1379.0200866199975
48,-1677.0934412480542,-1369.016183088323
49,-1078.3593101714134,-1358.646508144627
50,-1724.3992513108535,-1410.4737552615331
51,-1088.3289776565002,-1353.4674962755616
52,-1552.9066471613571,-1356.5146909531375
53,-1336.5835593866748,-1360.8909740372835
54,-1498.056173437527,-1435.4058805980087
55,-1872.782130180003,-1484.2864609733056
56,-1837.4384973052258,-1535.1271043026027
57,-1719.3106751069895,-1538.52586629646
58,-1193.9931261082074,-1490.2158347824752
59,-1294.6925185087853,-1511.8491556162126
60,-1474.0875391697914,-1486.8179844021063
61,-1350.9835229646635,-1513.0834389329225
62,-1525.0213214701314,-1510.2949063637998
63,-1549.020283355561,-1531.5385787606888
64,-1744.8306942253944,-1556.2160308394755
65,-1189.5735334818703,-1487.8951711696623
66,-1459.8287963266177,-1450.1342010718013
67,-1749.7932158933897,-1453.1824551504412
68,-985.2923472762415,-1432.3123772672445
69,-1795.7625743905826,-1482.4193828554244
70,-1341.2955223671913,-1469.1401811751643
71,-1077.9679469276214,-1441.8386235714602
72,-1584.0125245831719,-1447.737743882764
73,-1218.7578958092765,-1414.7115051281357
74,-1199.956402491049,-1360.224075954701
75,-1201.2438395595782,-1361.391106562472
76,-1663.8532044348744,-1381.7935473732975
77,-1361.5218809911303,-1342.9664138830715
78,-1222.5115653938926,-1366.688335694837
79,-1049.3620414983063,-1292.0482824056094
80,-1282.4818969550158,-1286.1669198643917
81,-987.9411271991999,-1277.1642378915496
82,-1038.8056466522557,-1222.6435500984578
83,-1430.219600771071,-1243.7897205946374
84,-1277.8937183967316,-1251.5834521852057
85,-1614.2235282892505,-1292.8814210581727
86,-1592.2413536484034,-1285.720235979526
87,-1225.3125701096799,-1272.0993048913806
88,-1663.2353311080826,-1316.1716814627996
89,-1553.6194016364875,-1366.597417476618
90,-1494.269879667618,-1387.776215747878
91,-914.8462858243211,-1380.46673161039
92,-1474.5637950993817,-1424.0425464551029
93,-1608.589216132925,-1441.8795079912884
94,-1518.8494109628243,-1465.9750772478974
95,-1150.009984547269,-1419.5537228736991
96,-1171.2884806737488,-1377.4584355762338
97,-1310.2257460037479,-1385.9497531656405
98,-1508.3646268837401,-1370.4626827432062
99,-1305.3604127998358,-1345.636783859541
100,-1372.8465846302686,-1333.4944543558063
101,-1064.8967741834401,-1348.4995031917183
102,-1674.892597444977,-1368.5323834262776
103,-1420.6702713680427,-1349.7404889497896
104,-1499.026373992434,-1347.7581852527503
105,-1562.0560677982764,-1388.962793577851
106,-1312.8704732377685,-1403.1209928342528
107,-1622.6378173627922,-1434.3621999701577
108,-1073.0359901431234,-1390.829336296096
109,-1294.9478561802232,-1389.7880806341345
110,-1277.2111419595306,-1380.2245363670606
111,-1255.2794351928958,-1399.2628024680064
112,-1515.0141392039632,-1383.2749566439047
113,-1471.159741160844,-1388.3239036231848
114,-1494.2942656977532,-1387.8506927937171
115,-1507.3367032535728,-1382.3787563392468
116,-1391.9407150455786,-1390.2857805200279
117,-1517.0724749218464,-1379.729246275933
118,-1228.1328216098602,-1395.238929422607
119,-1361.220729348428,-1401.8662167394273
120,-924.677377517266,-1366.6128402952008
121,-1299.0908537847176,-1370.993982154383
122,-1514.6985407434406,-1370.9624223083308
123,-1297.2475351991636,-1353.5712017121627
124,-1185.8206845933528,-1322.7238436017226
125,-1338.122936953887,-1305.802466971754
126,-1651.2948084974912,-1331.7378763169454
127,-1138.437756071834,-1293.874404431944
128,-1190.4072943039198,-1290.10185170135
129,-1290.8516148395947,-1283.0649402504666
130,-1599.0545349329263,-1350.5026559920327
131,-1535.2827349937484,-1374.1218441129358
132,-1252.4630393817445,-1347.8982939767661
133,-1320.8255318347192,-1350.2560936403218
134,-1255.6840825158808,-1357.2424334325747
135,-1196.8130120286814,-1343.1114409400543
136,-1128.7608314673746,-1290.8580432370425
137,-1598.8572198273314,-1336.8999896125922
138,-1174.0614711651892,-1335.265407298719
139,-1178.1751331345372,-1323.9977591282131
140,-1373.6722565663927,-1301.4595312915599
141,-937.618360376514,-1241.6930938298367
142,-963.8279901007822,-1212.8295889017404
143,-1422.0041388823934,-1222.947449606508
144,-1626.8728255295034,-1260.06632390787
145,-1545.5099017850716,-1294.936012883509
146,-1386.2557528430525,-1320.6855050210768
147,-1076.3503290469973,-1268.4348159430433
148,-1464.637428771911,-1297.4924117037153
149,-973.3235222990307,-1277.0072506201652
150,-1083.125485749559,-1247.9525735384816
151,-1166.532312899215,-1270.8439687907517
152,-979.2606886573832,-1272.3872386464118
153,-900.9433086533362,-1220.281155623506
154,-925.3627928457734,-1150.1301523551329
155,-1356.3159546471788,-1131.2107576413437
156,-873.279215509078,-1079.9131039079462
157,-1118.4509539862138,-1084.1231664018678
158,-863.9753602632939,-1024.0569595510062
159,-1074.1873142020765,-1034.1433387413108
160,-749.4553879040493,-1000.7763289567596
161,-1481.3434888051834,-1032.2574465473567
162,-1297.9630326001482,-1064.1276809416331
163,-911.1416559840637,-1065.147515674706
164,-1295.8511825469309,-1102.1963546448217
165,-1286.284879369854,-1095.1932471170892
166,-914.1162018231299,-1099.2769457484942
167,-1372.3039362245504,-1124.662243972328
168,-1780.6144942364506,-1216.3261573696436
169,-1179.862018807728,-1226.8936278302087
170,-1205.4458777903533,-1272.492676818839
171,-933.9214031364372,-1217.7504682519645
172,-1198.8750985995366,-1207.8416748519035
173,-1070.710071269875,-1223.7985163804847
174,-1314.3265108924932,-1225.6460492150409
175,-1081.9781032090145,-1205.2153715989566
176,-1338.0369358332944,-1247.607444999973
177,-1500.3545389472579,-1260.412505272244
178,-1566.4965686355304,-1239.000712712152
179,-1322.2342067343093,-1253.23793150481
180,-999.3524689961786,-1232.6285906253925
181,-870.4216434445879,-1226.2786146562078
182,-1176.1652203789884,-1224.0076268341531
183,-1599.6498103258004,-1276.9016007397454
184,-655.0878439329495,-1210.9777340437909
185,-1368.578902912026,-1239.6378140140923
186,-1070.710868910127,-1212.9052073217758
187,-1173.2060916166968,-1180.1903625887194
188,-994.4746298556437,-1122.9881687107306
189,-1233.578147873938,-1114.1225628246937
190,-1665.288408041754,-1180.716156729251
191,-1323.2289879541318,-1225.9968911802055
192,-1355.264342981983,-1243.906803440505
193,-1460.673860426287,-1230.0092084505536
194,-1672.9912198754052,-1331.7995460447992
195,-1183.7737970060261,-1313.319035454199
196,-1608.1769750872709,-1367.0656460719135
197,-1363.8553802934634,-1386.1305749395904
198,-1198.5957516618193,-1406.542687120208
199,-1051.0916011166412,-1388.2940324444785
200,-987.8729453906249,-1320.5524861793654
201,-951.0926692033885,-1283.338854304291
202,-1155.374386270725,-1263.349858633165
203,-1190.103935131869,-1236.2928661037236
204,-1284.0969561341865,-1197.4034397296014
205,-997.4171544401671,-1178.7677754730155
206,-889.8144341501769,-1106.9315213793063
207,-1432.9021379017363,-1113.8361971401334
208,-896.8521435159624,-1083.6618363255477
209,-967.0633247077602,-1075.2590086846596
210,-1511.1444835941886,-1127.586162505016
211,-1304.4888100766445,-1162.9257765923417
212,-1276.729844134294,-1175.0613223786984
213,-949.432189291845,-1150.9941477946961
214,-848.5565789614938,-1107.4401100774269
215,-1107.4888343932705,-1118.4472780727372
216,-1321.9194559194002,-1161.6577802496597
217,-1377.0070067623917,-1156.068267135725
218,-1074.7023358335714,-1173.853286367486
219,-1267.1824635446674,-1203.8652002511767
220,-1316.0298873120419,-1184.353740622962
221,-1061.9933432814764,-1160.1041939434454
222,-1168.0292288126823,-1149.234132411284
223,-1337.621461695973,-1188.053059651697
224,-1371.9430846435434,-1240.3917102199018
225,-1279.0218513487378,-1257.5450119154489
226,-1595.3659005071052,-1284.8896563742192
227,-1284.0399513649322,-1275.5929508344732
228,-1036.5355653291713,-1271.7762737840333
229,-1189.2402222575274,-1263.982049655319
230,-1200.6515342050466,-1252.4442143446195
231,-1286.5636155404866,-1274.9012415705206
232,-1445.7149548346076,-1302.6698141727131
233,-1165.3773596840988,-1285.4454039715258
234,-1340.6922188754222,-1282.3203173947136
235,-1141.0429114614956,-1268.5224234059892
236,-1158.3103197386806,-1224.8168653291468
237,-1109.1528742551914,-1207.3281576181728
238,-1205.043753607313,-1224.1789764459868
239,-1167.5060442211914,-1222.0055586423534
240,-1414.614671908719,-1243.4018724127204
241,-1601.6212960842038,-1274.9076404670923
242,-771.5241982253052,-1207.488564806162
243,-1068.7472367047221,-1197.8255525082245
244,-1305.3456128379983,-1194.2908919044821
245,-1093.5310183967836,-1189.5397025980108
246,-920.494639580852,-1165.758134582228
247,-1058.5429726559034,-1160.697144422299
248,-800.3011047694192,-1120.22287953851
249,-1074.0595282106083,-1110.8782279374514
250,-1480.8413334138684,-1117.5008940879663
251,-966.959727143217,-1054.0347371938678
252,-1086.5793020717588,-1085.5402475785131
253,-998.1047167216734,-1078.475995580208
254,-1182.160976794317,-1066.1575319758401
255,-892.8979153868183,-1046.0942216748438
256,-979.8658279942081,-1052.0313405161792
257,-1075.433535089621,-1053.720396759551
258,-1048.9920010564128,-1078.5894863882504
259,-1027.2499423151064,-1073.9085277987
260,-1004.4574892742116,-1026.2701433847344
261,-1012.8323334269788,-1030.8574040131107
262,-1051.959081804232,-1027.395381986358
263,-1453.33459902035,-1072.9183702162259
