episode,score,score_avg
1,-985.6019543809017,-985.6019543809017
2,-1482.2437716905001,-1233.9228630357009
3,-1357.9368502138002,-1275.260858761734
4,-1096.3106961498243,-1230.5233181087565
5,-1400.3499121962705,-1264.4886369262592
6,-1332.0084495265455,-1275.741939026307
7,-1463.3004220156254,-1302.536008024781
8,-1375.8974396229564,-1311.706186974553
9,-1403.9084157920524,-1321.9508790653863
10,-1054.158222244681,-1295.1716133833156
11,-1031.3565308243537,-1299.747071027661
12,-1442.949541076917,-1295.8176479663027
13,-1148.0997491079431,-1274.833937855717
14,-1331.8691516012789,-1298.3897834008626
15,-1666.3338724499765,-1324.988179426233
16,-1074.531573369492,-1299.2404918105276
17,-1498.066146316855,-1302.7170642406504
18,-1563.3356004122675,-1321.4608803195817
19,-1532.7708934838945,-1334.3471280887657
20,-1436.8788179173857,-1372.6191876560365
21,-1416.9785963188124,-1411.181394205482
22,-1372.2894393605486,-1404.1153840338454
23,-1476.6697435693804,-1436.9723834799893
24,-1715.5997532135484,-1475.345443641216
25,-1483.6152018633522,-1457.0735765825536
26,-1535.5497702420205,-1503.1753962698065
27,-1621.760233580671,-1515.544804996188
28,-1603.2877597559923,-1519.5400209305606
29,-1765.3159380733543,-1542.7945253895066
30,-1742.3824767299798,-1573.3448912707659
31,-1671.8192038679952,-1598.8289520256842
32,-1451.395224755988,-1606.7395305652283
33,-1575.4761485707158,-1616.6201710653618
34,-1713.5231801169475,-1616.4125137557016
35,-1640.832503954337,-1632.1342439648001
36,-1607.092698910672,-1639.2885368316652
37,-1468.5334538036411,-1623.9658588539621
38,-1579.9368751612333,-1621.6307703944863
39,-1596.2690020410312,-1604.7260767912542
40,-1521.438519931695,-1582.6316811114257
41,-1659.1805573897395,-1581.3678164636
42,-1287.02640513826,-1564.9309345018273
43,-1636.2412812401187,-1571.0074477687674
44,-1396.2883676124336,-1539.283966518316
45,-1573.224578155207,-1532.523173938403
46,-1466.0167240711037,-1518.4155764544462
47,-828.202441246306,-1454.3824751987127
48,-1654.4949212176218,-1461.8382798043515
49,-1427.7409868059106,-1444.9854782808397
50,-1579.248940399173,-1450.7665203275874
51,-1576.2250212019794,-1442.4709667088114
52,-1667.9760585185907,-1480.5659320468444
53,-1519.5171149976695,-1468.8935154225994
54,-922.4246787079894,-1421.507146532155
55,-1605.7827890844453,-1424.762967625079
56,-1142.2368942369271,-1392.3849846416613
57,-1417.8707649477299,-1451.3518170118036
58,-1313.0618370401128,-1417.2085085940528
59,-1607.2156301897737,-1435.1559729324392
60,-1632.9192746442222,-1440.5230063569438
61,-1629.5091024197245,-1445.8514144787184
62,-944.5824925053385,-1373.5120578773933
63,-1262.8415686681576,-1347.8445032444422
64,-1351.6945506908535,-1390.7714904427287
65,-1680.3997003527795,-1398.233181569562
66,-1668.7477651750776,-1450.884268663377
67,-1047.0574699568124,-1413.8029391642854
68,-1649.8052816294621,-1447.47728362322
69,-1554.9122268013584,-1442.2469432843786
70,-1620.0262034479995,-1440.9576361647564
71,-1535.8930176096787,-1431.5960276837518
72,-1619.2775816810954,-1499.0655366013275
73,-1518.1096504249986,-1524.5923447770115
74,-1459.9770975342924,-1535.4205994613553
75,-1520.4580936045502,-1519.4264387865326
76,-1522.6819832653368,-1504.8198605955583
77,-1587.7088882740127,-1558.8850024272783
78,-1408.8509022663181,-1534.7895644909643
79,-1619.9963249382627,-1541.2979743046544
80,-1088.8457894868445,-1488.1799329085388
81,-1417.8465827479413,-1476.3752894223653
82,-1505.0697626683038,-1464.9545075210858
83,-1197.2107638852945,-1432.8646188671155
84,-1447.944737589447,-1431.661382872631
85,-810.6040631735935,-1360.6759798295357
86,-1376.3178743364053,-1346.0395689366426
87,-1339.495151001967,-1321.2181952094377
88,-1476.8659058899036,-1328.019695571796
89,-1310.4129002971194,-1297.061353107682
90,-1208.2033002007456,-1308.9971041790723
91,-1409.3489649789426,-1308.147342402172
92,-1061.980801826579,-1263.8384463179996
93,-1238.6743729562668,-1267.984807225097
94,-1518.2511706360071,-1275.0154505297528
95,-1504.3792984552017,-1344.3929740579138
96,-955.3396363988674,-1302.29515026416
97,-1647.2667701788432,-1333.0723121818476
98,-1310.1632902667357,-1316.4020506195309
99,-862.0592321795448,-1271.5666838077734
100,-1679.7667199661632,-1318.7230257843153
101,-1664.1889203318349,-1344.2070213196043
102,-1024.7961643942053,-1340.4885575763672
103,-1417.5302643671616,-1358.3741467174564
104,-1588.9439622479958,-1365.4434258786555
105,-1651.7879239724837,-1380.1842884303837
106,-1189.0008277582044,-1403.550407566317
107,-1493.633506377276,-1388.1870811861604
108,-1201.8131666874906,-1377.352068828236
109,-1438.6919592444092,-1435.0153415347224
110,-1387.506193301398,-1405.7892888682459
111,-1409.3411172554556,-1380.304508560608
112,-1612.4720842329102,-1439.0721005444784
113,-1502.24549569043,-1447.5436236768053
114,-1344.6764896023956,-1423.1168764122453
115,-1499.1945640452166,-1407.8575404195185
116,-1148.265714398204,-1403.7840290835184
117,-1493.8772186345875,-1403.8084003092495
118,-1379.862031406877,-1421.6132867811884
119,-1549.735432897692,-1432.717634146517
120,-1384.9499228194566,-1432.4620070983226
121,-1450.5704728889402,-1436.584942661671
122,-1234.6794392812546,-1398.8056781665055
123,-1518.5756233566603,-1400.4386909331286
124,-1064.2925163603006,-1372.4002936089191
125,-1203.915374813402,-1342.8723746857374
126,-1212.8072515977672,-1349.3265284056938
127,-1200.746562000149,-1320.01346274225
128,-1230.480094856749,-1305.0752690872373
129,-1341.589552594073,-1284.2606810568752
130,-1073.746890899763,-1253.140377864906
131,-1207.8202065769083,-1228.8653512337028
132,-1125.2293051185884,-1217.920337817436
133,-1218.3202710232606,-1187.894802584096
134,-1436.1728072468907,-1225.082831672755
135,-1496.5154394860792,-1254.342838140023
136,-1211.859821811083,-1254.2480951613545
137,-770.0062850372798,-1211.1740674650675
138,-1523.2607119868105,-1240.4521291780736
139,-1497.5755040061888,-1256.050724319285
140,-1493.3870927555838,-1298.0147445048672
141,-1361.9951383282678,-1313.4322376800033
142,-1512.689875712401,-1352.1782947393845
143,-1301.168008481297,-1360.463068485188
144,-1396.432695278994,-1356.4890572883987
145,-1212.097572408378,-1328.0472705806283
146,-850.2079088073463,-1291.8820792802549
147,-1189.7181001993363,-1333.8532607964603
148,-1504.5185901544378,-1331.979048613223
149,-1500.9576902299518,-1332.3172672355993
150,-777.4316429462693,-1260.721722254668
151,-991.1560545100175,-1223.637813872843
152,-1070.511562251386,-1179.4199825267415
153,-832.9807474116582,-1132.6012564197777
154,-1208.4150070797537,-1113.7994875998534
155,-1310.5297263946811,-1123.6427029984839
156,-1516.820382560416,-1190.3039503737907
157,-1548.3023927841052,-1226.1623796322679
158,-970.0778939044558,-1172.7183100072696
159,-1472.556157524029,-1169.8781567366773
160,-1396.0626977601987,-1231.74126221807
161,-1427.3900479246167,-1275.36466155953
162,-1475.1532139327453,-1315.828826727666
163,-1255.0406658139193,-1358.034818567892
164,-1089.593937302942,-1346.152711590211
165,-1122.9204409381698,-1327.3917830445596
166,-1123.3839847057893,-1288.048143259097
167,-1500.5153380674913,-1283.2694377874357
168,-868.1531972263522,-1273.0769681196255
169,-1078.644620040063,-1233.6858143712288
170,-1157.1362657114983,-1209.793171166359
