episode,score,score_avg
0,-1528.0187369249327,-1528.0187369249327
1,-998.6605085690513,-1263.339622746992
2,-1358.4376399025737,-1295.0389617988526
3,-1335.126129481715,-1305.0607537195683
4,-1318.44914489888,-1307.7384319554308
5,-900.9293573034894,-1239.9369195134404
6,-1274.7002512667257,-1244.9031097639097
7,-1283.5499143917878,-1249.7339603423945
8,-1288.6715037559795,-1254.060354055015
9,-1487.730273939368,-1277.4273460434501
10,-1787.8678166753164,-1323.8310251918017
11,-1269.7649189706642,-1319.3255163400402
